Start Station Name,Start Station Latitude,Start Station Longitude,Number of trips
W 129 St & Convent Ave,40.814394,-73.95324699999998,1974
E Tremont Ave & Jerome Ave,40.851747,-73.908964,1970
34 Ave & 31 St,40.759604,-73.927144,1962
E 149 St & Eagle Ave,40.81404600000001,-73.91186,1961
West Drive & Prospect Park West,40.661063,-73.979453,1957
E 163 St & Union Ave,40.822545,-73.901824,1955
Clay Ave & Claremont Pkwy,40.83999,-73.90549,1950
27 Ave & 9 St,40.773982,-73.930913,1949
20 Ave & 33 St,40.779399,-73.90570799999998,1943
Morningside Dr & Amsterdam Ave,40.810285,-73.957364,1937
Webster Ave & Ford St,40.85556,-73.89615,1932
43 St & 35 Ave,40.754139,-73.919543,1932
St Ann's Ave & Westchester Ave,40.815887,-73.911918,1926
Norfolk St & Broome St,40.717227,-73.988021,1918
Forsyth St & Canal St,40.715816,-73.994224,1918
W 225 St & Exterior St,40.873265,-73.906646,1916
Concourse Village West & E 156 St,40.823162,-73.92326700000002,1914
W 218 St & Broadway,40.87139000000001,-73.91431800000002,1907
Westchester Ave & E 156 St,40.817802,-73.905203,1899
Boone Ave & E 172 St,40.832649,-73.885272,1895
10 Ave & W 28 St,40.750664,-74.001768,1891
23 Ave & 27 St,40.776165,-73.915317,1891
Goulden Ave & W 197 St,40.87156,-73.89714000000002,1889
E 171 St & Webster Ave,40.838379,-73.905838,1875
3 Ave & 17 St,40.666168,-73.995549,1871
3 Ave & 14 St,40.668545,-73.993332,1870
Courtlandt Ave & E 157 St,40.822267,-73.916792,1866
Canal St & Rutgers St,40.714275,-73.9899,1865
Washington Ave & E 167 St,40.82989600000001,-73.907618,1862
Brook Ave & E 141 St,40.809619,-73.917875,1860
18 St & 27 Ave,40.772768,-73.927436,1853
Lorimer St & Broadway,40.704117,-73.948185,1852
Bay St & Court St,40.671409,-74.001328,1849
30 Ave & 21 St,40.770374,-73.928607,1839
Church Ave & Story St,40.642031,-73.981073,1838
Hunts Point Ave & Bryant Ave,40.813991,-73.8855,1838
Broadway & W 29 St,40.746201,-73.988557,1833
67 St & Erik Pl,40.633385,-74.016562,1828
W 169 St & Fort Washington Ave,40.8428422,-73.9421253,1827
Grand Concourse & E 192 St,40.86448,-73.89522,1827
E 33 St & 1 Ave,40.74322700000001,-73.974498,1827
21 St & 38 Ave,40.7576314,-73.9391224,1818
Calyer St & Guernsey St,40.72755807335852,-73.95505852997303,1818
Metropolitan Ave & Vandervoort Ave,40.71429000000001,-73.93323000000002,1816
W 15 St & 6 Ave,40.738046,-73.99643,1811
Davidson Ave & W Burnside Ave,40.85364600000001,-73.908731,1802
E 170 St & Webster Ave,40.83617913677475,-73.90730146322765,1802
31 Ave & 14 St,40.7682,-73.932266,1801
Commerce St & Van Brunt St,40.681211,-74.00860899999998,1800
Old Broadway & W 133 St,40.818212,-73.955277,1792
Marion Ave & Mosholu Pkwy,40.8704956,-73.8818756582,1792
W 26 St & 8 Ave,40.747348,-73.997236,1780
34th Ave & Vernon Blvd,40.76535300000001,-73.939863,1778
Columbia St & W 9 St,40.6769993,-74.00647134,1778
Amsterdam Ave & W 189 St,40.853142,-73.927094,1776
31 St & Thomson Ave,40.744697,-73.93540300000002,1775
Allen St & Rivington St,40.720196,-73.98997800000002,1769
W Mosholu Pkwy S & Sedgwick Ave,40.88226,-73.88701999999998,1768
Kent Ave & N 7 St,40.720368,-73.961651,1767
Bulova Ave & Brooklyn Queens Expressway W,40.762507,-73.902534,1764
Lafayette St & Jersey St,40.724561,-73.995653,1758
Grand Concourse & E 161 St,40.827115,-73.92272,1755
Fulton Ave & St. Paul's Pl,40.83545,-73.90153000000002,1755
W Fordham Rd & Loring Pl N,40.86295,-73.90741,1754
Atlantic Ave & Furman St,40.69165200000001,-73.99997900000002,1753
3 Ave & E 172 St,40.839586,-73.900277,1745
Morris Ave & E 153 St,40.820036,-73.92141099999998,1740
Ditmars Blvd & 48 St,40.769219,-73.90100100000002,1740
Cedar Ave & W Fordham Rd,40.86156,-73.91219,1738
E 138 St & Willow Ave,40.804168,-73.91154499999998,1736
Ditmars Ave & 43 St,40.771203,-73.903865,1721
Allen St & Hester St,40.716059,-73.991908,1717
W 20 St & 7 Ave,40.742388,-73.997262,1709
Henry St & W 9 St,40.6763744,-74.00324957,1706
Morris Ave & E 163 St,40.82723,-73.91765500000002,1705
E 20 St & 2 Ave,40.735877,-73.98205,1702
State St & Smith St,40.68917,-73.9886,1702
21 St & 36 Ave,40.760185,-73.936272,1701
Gerard Ave & McClellan St,40.83390900000001,-73.92112,1701
India St & West St,40.731814,-73.95995,1700
West Thames St,40.708347,-74.017134,1699
E 174 St & Walton Ave,40.844811,-73.912042,1690
Division Ave & Marcy Ave,40.707087,-73.95796700000002,1690
University Ave & Brandt Pl,40.848354,-73.918389,1689
21 St & 43 Ave,40.750525,-73.945948,1686
Windsor Pl & Howard Pl,40.65949000000001,-73.98013900000002,1685
W 45 St & 8 Ave,40.759291,-73.988597,1682
46 St & 6 Ave,40.645921,-74.005708,1681
6 Ave & 60 St,40.638196,-74.013821,1680
St Marks Pl & 4 Ave,40.681778,-73.979889,1679
Broadway & W 51 St,40.762288,-73.983362,1675
St Marks Pl & 2 Ave,40.728419,-73.98714,1672
W 15 St & 7 Ave,40.739355,-73.999318,1670
Jerome Ave & E 164 St,40.831444,-73.926226,1666
E 23 St & 1 Ave,40.736502,-73.978095,1663
9 Ave & W 45 St,40.760193,-73.99125500000002,1662
Mott St & Prince St,40.72318,-73.9948,1650
Congress St & Hicks St,40.68939500000001,-73.999512,1650
2 Ave & E 31 St,40.742909,-73.97706099999998,1650
53 St & 5 Ave,40.643371,-74.011884,1637
Boston Rd & Prospect Ave,40.833246,-73.896599,1632
E 2 St & Avenue B,40.722174,-73.983688,1631
Jerome Ave & W 195 St,40.86874,-73.89657,1622
E Burnside Ave & Ryer Ave,40.850535,-73.901318,1621
Grant Ave & E 169 St,40.83579,-73.913741,1621
Hoyt St & Warren St,40.684354,-73.989016,1611
E 92 St & Park Ave,40.78385,-73.95416,1610
2 Ave & 36 St,40.657088,-74.008702,1609
Vesey Pl & River Terrace,40.715338,-74.016584,1608
31 Ave & 61 St,40.757525,-73.901614,1607
5 St & 51 Ave,40.742373,-73.9566,1595
Grand Ave & W Fordham Rd,40.86288,-73.90316,1593
Grand Concourse & E 197 St,40.86945,-73.89148,1588
20 Ave & 21 St,40.78400300000001,-73.912297,1584
E 155 St & Courtlandt Ave,40.82057,-73.917579,1582
Hazen St & 20 Ave,40.772092,-73.895166,1581
29 St & 5 Ave,40.656986,-73.998194,1578
E 144 St & Brook Ave,40.811675,-73.917037,1578
Nelson Ave & W 172 St,40.843965,-73.920999,1578
Ogden Ave & W 164 St,40.832812,-73.929372,1574
E 141 St & Jackson Ave,40.806896,-73.911837,1573
5 Ave & E 29 St,40.745168,-73.98683100000002,1563
Jerome Ave & Anderson Ave,40.830179,-73.928747,1563
E 170 St & Sheridan Ave,40.838315,-73.912604,1562
Bridge St & Water St,40.702969,-73.98469,1561
E 31 St & 3 Ave,40.743943,-73.979661,1561
Broadway & 49 St,40.755389,-73.911517,1560
W 159 St & Edgecombe Ave,40.833303,-73.939326,1556
Gerard Ave & E 165 St,40.83173,-73.922394,1554
Montgomery St & Franklin Ave,40.666439,-73.96055600000003,1554
Murray St & Greenwich St,40.714852,-74.011223,1553
Chester Ave & 12 Ave,40.644367,-73.984276,1552
28 Ave & 44 St,40.764089,-73.910651,1551
E 4 St & 2 Ave,40.726281,-73.98978000000002,1549
W 63 St & Broadway,40.771639,-73.982614,1548
Perry St & Bleecker St,40.735354,-74.00483100000002,1547
Jerome Ave & E 181 St,40.855653,-73.905528,1546
19 St & 8 Ave,40.658489,-73.985543,1540
1 Ave & E 78 St,40.771404,-73.953517,1536
Grand Concourse & E 144 St,40.81687039466032,-73.92798498272894,1529
Central Park W & W 97 St,40.792495,-73.964171,1527
W 16 St & The High Line,40.743349,-74.00681800000002,1526
E 163 St & Tiffany St,40.821075,-73.89506899999998,1523
E 16 St & 5 Ave,40.737262,-73.99239,1518
Lenox Ave & W 111 St,40.798786,-73.9523,1516
MacDougal St & Washington Sq,40.732264,-73.998522,1514
Amsterdam Ave & W 186 St,40.851113,-73.92880799999998,1513
E 58 St & 3 Ave,40.760958,-73.96724499999998,1506
Cauldwell Ave & E 161 St,40.82188,-73.907521,1502
Broadway & W 41 St,40.755136,-73.98658,1500
Anthony Ave & E Tremont Ave,40.848793,-73.903178,1500
Bailey Ave & W 193 St,40.87069,-73.90678,1498
2 Ave & 32 St,40.659176,-74.006584,1494
E 25 St & 2 Ave,40.739126,-73.979738,1494
Macombs Rd & W 175 St,40.848177,-73.91608199999997,1490
Greenwich Ave & 8 Ave,40.739017,-74.002638,1489
34 Ave & 21 St,40.762813,-73.934286,1483
Forsyth St & Broome St,40.718939,-73.99266300000002,1482
11 St & 43 Ave,40.751907,-73.947911,1481
Cypress Ave & George St,40.69812,-73.90271,1481
Front St & Washington St,40.702551,-73.989402,1474
Jerome Ave & Bedford Park Blvd E,40.87307,-73.88971,1469
E 170 St & Clay Ave,40.837213,-73.908345,1467
Clay Ave & E 173 St,40.84326400000001,-73.90486700000002,1461
Crescent St & Ditmars Blvd,40.778718,-73.914564,1461
Dwight St & Van Dyke St,40.673635,-74.011955,1456
Union Ave & E 169 St,40.82995,-73.898802,1455
Pioneer St & Richards St,40.6777748,-74.0094613,1455
W 25 St & 6 Ave,40.743954,-73.991449,1453
W Tremont Ave & Montgomery Ave,40.851788,-73.91641800000002,1449
Morris Ave & E Burnside Ave,40.85322,-73.90545999999998,1447
Louis Nine Blvd & Intervale Ave,40.831998,-73.892686,1446
University Ave & Macombs Rd,40.8496401,-73.91612059999999,1446
Broadway & W 168 St,40.840896,-73.93972,1446
Grand Concourse & E 156 St,40.823429,-73.924689,1443
Yankee Ferry Terminal,40.687066,-74.016756,1441
W 42 St & 8 Ave,40.75757,-73.990985,1440
Grand Concourse & E 199 St,40.87142,-73.88839,1439
Waterloo Pl & Crotona Park East,40.839194,-73.888587,1437
Bainbridge Ave & Bedford Park Blvd,40.87002,-73.88565,1429
Prospect Ave & Longwood Ave,40.81899,-73.90202,1427
Cooper Square & Astor Pl,40.729515,-73.990753,1422
Mount Eden Pkwy & Eastburn Ave,40.842675,-73.90854399999998,1422
Bank St & Hudson St,40.736529,-74.00618,1417
Pike St & E Broadway,40.714067,-73.992939,1416
Columbus Ave & W 95 St,40.791956,-73.968087,1415
Washington Pl & 6 Ave,40.732241,-74.000264,1414
48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,1410
Ditmars Blvd & 76 St,40.768442,-73.89353100000002,1406
E 128 St & 3 Ave,40.805631,-73.934077,1405
Boerum Pl\t& Pacific St,40.688489,-73.99116,1403
North Moore St & Greenwich St,40.720195,-74.010301,1397
E 11 St & 2 Ave,40.730473,-73.986724,1396
35 St & 23 Ave,40.773015,-73.91119,1396
48 Ave & 30 Pl,40.741283,-73.937258,1389
Gerard Ave & E 164 St,40.830262,-73.92339100000002,1388
Grand Concourse & E 144 St,40.816576,-73.927987,1375
Walton Ave & E 183 St,40.858472,-73.90266,1373
Wolcott St & Dwight St,40.6753274,-74.0100698,1373
20 Ave & 42 St,40.775415,-73.900063,1367
Wilkins Ave & Crotona Park E,40.835302,-73.895133,1367
E 7 St & Avenue A,40.726218,-73.983799,1365
Riverside Blvd & W 67 St,40.777507,-73.988886,1361
Grand Concourse & E 196 St,40.86767,-73.89286,1359
Decatur Ave & Bedford Park Blvd,40.86813,-73.88412,1356
23 St & 3 Ave,40.662611,-73.998623,1356
E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88365999999998,1355
42 St & 1 Ave,40.654798,-74.014372,1354
W 47 St & 10 Ave,40.762699,-73.993012,1347
McDonald Ave & Vanderbilt St,40.651654,-73.98123100000002,1344
34 St & 5 Ave,40.654098,-74.001131,1343
55 St & 5 Ave,40.642408,-74.013318,1342
Popham Ave & W 174 St,40.847746,-73.92207900000002,1333
Henry St & Bay St,40.6725058,-74.00494695,1332
Southern Blvd & Tiffany St,40.818185,-73.894143,1327
Riverside Dr & W 72 St,40.78057800000001,-73.985624,1325
1 Ave & E 30 St,40.741444,-73.97536099999998,1323
37 Ave & 35 St,40.75311,-73.927991,1319
E 20 St & FDR Drive,40.733143,-73.975739,1318
Wales Ave & E 147 St,40.811314,-73.907729,1317
W 26 St & 10 Ave,40.749718,-74.00295,1315
Freeman St & Reverend James A Polite Ave,40.830529,-73.894717,1303
W 70 St & Amsterdam Ave,40.77748,-73.982886,1303
37 St & 24 Ave,40.770147,-73.912093,1302
Newton Rd & 44 St,40.75957,-73.91426700000002,1302
Grand Army Plaza & Plaza St West,40.672968,-73.97088000000002,1300
E 6 St & Avenue D,40.722281,-73.976687,1292
E 2 St & Avenue C,40.720874,-73.980858,1289
Centre St & Worth St,40.714948,-74.00234499999998,1288
51 St & Hobart St,40.757764,-73.90765400000002,1284
Madison Ave & E 82 St,40.778131,-73.96069399999998,1283
E 39 St & Lexington Ave,40.749499,-73.977292,1283
E 20 St & Park Ave,40.738274,-73.98751999999998,1282
Avenue D & E 3 St,40.720828,-73.977932,1281
Sheridan Ave & E 168 St,40.835334,-73.9154,1278
2 Ave & E 72 St,40.768762,-73.95840799999998,1278
W Burnside Ave & University Ave,40.853686,-73.912498,1277
Cauldwell Ave & E 158 St,40.81989,-73.908351,1275
Folin St & E 181 St,40.853929,-73.898385,1273
S 4 St & Wythe Ave,40.712859,-73.965903,1265
E 72 St & York Ave,40.766638,-73.95348299999998,1265
Townsend Ave & E 175 St,40.84741,-73.91135899999998,1261
University Ave & W 168 St,40.838706,-73.92703399999998,1260
MacDougal St & Prince St,40.727103,-74.002971,1258
W 13 St & 7 Ave,40.73781500000001,-73.99994699999998,1258
Sedgwick Ave & W Burnside Ave,40.854947,-73.916661,1255
Fulton Ave & E 172 St,40.839229,-73.899047,1253
E 19 St & 3 Ave,40.736245,-73.98473800000002,1248
Bank St & Washington St,40.736197,-74.00859200000002,1248
W 37 St & 10 Ave,40.756604,-73.997901,1246
Bedford Park Blvd & Paul Ave,40.87444,-73.89186,1245
Jerome Ave & W 177 St,40.850121,-73.910765,1240
W 37 St & 5 Ave,40.75038,-73.98339,1240
Clinton St & Centre St,40.67434,-74.00194599999998,1235
Old Fulton St,40.702772,-73.993836,1230
W 15 St & 10 Ave,40.742754,-74.007474,1226
Sheridan Ave & E 172 St,40.840494,-73.911479,1223
Hoe Ave & Jennings St,40.832171,-73.889686,1222
44 St & 3 Ave,40.651173,-74.01140500000002,1219
Ditmars Blvd & 73 St,40.76817,-73.896293,1215
Southern Blvd & E 172 St,40.834124,-73.88955,1214
44 St & 2 Ave,40.652502,-74.013587,1213
Washington Ave & E 174 St,40.843079,-73.900216,1206
E 167 St & Bryant Ave,40.826706,-73.888719,1202
Henry St & Remsen St,40.694009,-73.994651,1200
Steinway St & 19 Ave,40.778089,-73.899558,1198
Mercer St & Bleecker St,40.727064,-73.99662099999998,1193
W 44 St & 5 Ave,40.755003,-73.980144,1191
Crotona Park East & E 173 St,40.837037,-73.890413,1191
W Broadway & Spring St,40.724947,-74.001659,1187
59 St & 5 Ave,40.640125,-74.015726,1184
W 51 St & 6 Ave,40.76066,-73.98042,1184
Steinway St & 23 Ave,40.771393,-73.90774300000002,1183
Academy St & Nagle Ave,40.862562,-73.922661,1182
Creston Ave & E 181 St,40.8549,-73.90281,1175
Central Park W & W 91 St,40.788665,-73.966801,1172
E 167 St & Franklin Ave,40.82895,-73.90521,1172
Cadman Plaza E & Red Cross Pl,40.699918,-73.98971800000002,1170
W 36 St & 9 Ave,40.754623,-73.995168,1169
58 St & 32 Ave,40.75574,-73.90342700000002,1163
Andrews Ave S & W 179 St,40.855156,-73.91278,1152
Anderson Ave & W 164 St,40.832057,-73.927421,1148
20 Ave & Shore Blvd,40.785994,-73.915098,1147
Columbia St & Lorraine St,40.6747055,-74.00755720000002,1146
W 29 St & 9 Ave,40.750073,-73.99839300000002,1139
Walnut Ave & E 136 St,40.801657,-73.909513,1135
Inwood Ave & W 170 St,40.840536,-73.919228,1133
Somers St & Broadway,40.67945,-73.90474,1125
W 106 St & Central Park West,40.798186,-73.96059100000002,1124
Weeks Ave & E 175 St,40.846879,-73.907342,1118
Sullivan Pl & Bedford Ave,40.66424,-73.957468,1112
Intervale Ave & Kelly St,40.827301,-73.896372,1112
Bayard St & Baxter St,40.71602100000001,-73.99974399999998,1112
47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297,1107
E 160 St & Tinton Ave,40.82030200000001,-73.903944,1106
Spruce St & Nassau St,40.711464,-74.005524,1093
Sherman Ave & E 166 St,40.83130549267296,-73.91744792461395,1091
20 Ave & 48 St,40.772899,-73.896849,1086
Sullivan St & Washington Sq,40.730477,-73.999061,1085
11 Ave & W 59 St,40.771497,-73.99046,1080
W 100 St & Broadway,40.797372,-73.970412,1079
W 218 St & Indian Rd,40.8730545893709,-73.91837194561957,1074
6 Ave & 55 St,40.640831,-74.01099599999998,1071
23 Rd & 29 St,40.77406014982225,-73.914934694767,1069
W Tremont Ave & Grand Ave,40.850036,-73.912785,1067
Kent Ave & S 11 St,40.707645,-73.96841500000002,1063
63 St & 5 Ave,40.63766,-74.01782,1063
35 Ave & 10 St,40.763154,-73.93985500000002,1055
Ocean Pkwy & Church Ave,40.645282,-73.97416899999997,1051
E 47 St & Park Ave,40.75510300000001,-73.974987,1048
Dawson St & Intervale Ave,40.819999,-73.897263,1046
76 St & 21 Ave,40.77028,-73.893675,1044
Soissons Landing,40.692317,-74.014866,1041
E 9 St & Avenue C,40.725213,-73.977688,1040
Cadman Plaza E & Tillary St,40.695977,-73.990149,1039
Stephen St & Seneca Ave,40.6988,-73.9007,1032
E 25 St & 1 Ave,40.738177,-73.977387,1026
E 48 St & 5 Ave,40.757246,-73.978059,1023
34 Ave & 13 St,40.763875,-73.936484,1023
Clark St & Henry St,40.697601,-73.99344599999998,1020
Rivington St & Ridge St,40.718502,-73.983299,1015
Amsterdam Ave & W 82 St,40.785247,-73.976673,1012
52 St & 1 Ave,40.649292,-74.020105,1012
Franklin St & W Broadway,40.719116,-74.00666700000002,1011
E 1 St & 1 Ave,40.723356,-73.98865,1011
Fulton St & Pearl St,40.707722,-74.004386,1005
W 67 St & Broadway,40.774925,-73.98266600000002,1003
Valentine Ave & E 183 St,40.856987,-73.898237,1002
Rivington St & Chrystie St,40.721101,-73.991925,998
St James Pl & Oliver St,40.713079,-73.998512,996
Seaman Ave & Isham St,40.869898,-73.920763,996
Lexington Ave & E 36 St,40.747574,-73.978801,994
Queens Plaza North & Crescent St,40.751102,-73.940737,989
Picnic Point,40.685126,-74.02535300000002,987
W 84 St & Columbus Ave,40.785,-73.97283399999998,986
Paul Ave & W 205 St,40.87704,-73.88943,986
Bergen St & Smith St,40.686744,-73.99063199999998,985
Webster Ave & E 166 St,40.828975,-73.911259,985
Andrew Ave N & Hall of Fame Tce,40.85834000000001,-73.91008000000002,984
Hudson St & Reade St,40.71625,-74.009106,982
5 Ave & E 87 St,40.782323,-73.959875,982
Loring Pl North & W 183 St,40.8604244,-73.9093359997,979
Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373,976
West Farms Rd & Boone Ave,40.830025,-73.886312,974
39 St & 2 Ave,40.65539977447831,-74.01062786579129,973
Fulton Ave & E 168 St,40.830471,-73.904556,973
Flatbush Ave & Eastern Pkwy,40.668757,-73.966438,972
Riverside Dr & W 82 St,40.787209,-73.98128100000002,968
Berry St & N 8 St,40.71901,-73.958525,965
Pearl St & Hanover Square,40.704718,-74.00926,964
College Ave & E 170 St,40.837576,-73.910489,961
Lexington Ave & E 29 St,40.743116,-73.98215400000002,961
Goulden Ave & W 205 St,40.87812,-73.89192,961
Bedford Ave & Nassau Ave,40.723117,-73.952123,957
W 52 St & 11 Ave,40.767272,-73.99392900000002,957
E 134 St & Walnut Ave,40.800425,-73.911034,957
W 89 St & Columbus Ave,40.788221,-73.970416,955
Henry St & W 9 St,40.676374,-74.003249,953
Flushing Ave & Vanderbilt Ave,40.69795,-73.970776,953
Thompson St & Bleecker St,40.728401,-73.999688,951
Suffolk St & Stanton St,40.720664,-73.98518,944
21 Ave & 80 St,40.770888,-73.889914,943
Nelson Ave & 167 St,40.83670566862804,-73.92608866095544,940
W 50 St & 9 Ave,40.763605,-73.98918,940
49 St & 25 Ave,40.764496,-73.90463199999998,937
8 St & Astoria Blvd,40.772599,-73.932662,926
Tiebout Ave & E 184 St,40.858498,-73.89636999999998,926
Forsyth St	& Grand St,40.717798,-73.993161,926
Pioneer St & Richards St,40.677774,-74.009461,925
W 42 St & Dyer Ave,40.758985,-73.9938,924
Fulton St & Adams St,40.692418,-73.98949499999998,923
Columbia St & Rivington St,40.7174,-73.980166,922
Grand Concourse & E 203 St,40.87382,-73.88661,920
47 St & 3 Ave,40.649143,-74.012384,916
Henry St & Bay St,40.672505,-74.00494599999998,913
Watts St & Greenwich St,40.724055,-74.00966,913
E 53 St & Madison Ave,40.759711,-73.974023,911
Hanson Pl & Ashland Pl,40.685068,-73.977908,908
Jay St & York St,40.701403000000006,-73.986727,907
Creston Ave & E 178 St,40.850885,-73.906469,903
W 10 St & Washington St,40.733424,-74.008515,902
Richards St & Delavan St,40.679432,-74.00785,902
Madison Ave & E 26 St,40.742685,-73.986713,901
E 12 St & 3 Ave,40.732233,-73.9889,900
W 78 St & Amsterdam Ave,40.782536,-73.979085,893
E 165 St & Fox St,40.82394,-73.894025,893
Dyckman St & 10 Ave,40.858904475384115,-73.9230939745903,888
E 74 St & 1 Ave,40.768974,-73.954823,888
Aqueduct Ave & W 190 St,40.8649213,-73.90242380000002,887
2 Av & 37 St,40.656326,-74.00962700000002,883
Spring St & Hudson St,40.72584000000001,-74.007653,882
E 53 St & Lexington Ave,40.758281,-73.970694,880
Reade St & Broadway,40.714505,-74.005628,879
E 58 St & Madison Ave,40.763026,-73.972095,877
Court St & State St,40.690238,-73.99203100000003,874
10 Ave & W 202 St,40.86128197075099,-73.92141759395601,870
Featherbed Ln & Jerome Ave,40.845505,-73.914311,869
Lexington Ave & E 24 St,40.740259,-73.984092,864
E 2 St & 2 Ave,40.725029,-73.990697,863
Grand Concourse & E 205 St,40.875531,-73.8863864831,862
Bainbridge Ave & E 193 St,40.86389000000001,-73.89246,862
Hicks St & Montague St,40.695128,-73.995951,860
Grand Ave & W 181 St,40.856302,-73.907302,855
2 Ave & E 29 St,40.741724,-73.978093,853
W 52 St & 6 Ave,40.76133,-73.97981999999998,851
W 53 St & 10 Ave,40.766697,-73.990617,851
W 46 St & 11 Ave,40.763414,-73.996674,848
52 St & 6 Ave,40.642703,-74.00944100000002,843
Audubon Ave & Fort George Ave,40.85715781391904,-73.92717361450195,840
Murray St & West St,40.714979,-74.013012,839
W 76 St & Columbus Ave,40.78018400000001,-73.977285,838
University Ave & W Burnside Ave,40.85501,-73.910751,836
E 170 St & Webster Ave,40.836179,-73.907301,827
Prospect Ave & Jennings St,40.831762,-73.89685300000002,825
E 56 St & 3 Ave,40.759345,-73.967597,823
Ogden Ave & Merriam Ave,40.839142,-73.925961,815
Columbia St & W 9 St,40.676999,-74.00647099999998,814
Broadway & Berry St,40.71044600000001,-73.965251,813
Audubon Ave & W 192 St,40.85564,-73.927128,813
Prospect Park West & 8 St,40.665147,-73.976376,812
Bainbridge Ave & E 196 St,40.86648,-73.89041999999998,812
W 35 St & Dyer Ave,40.754692,-73.99740200000002,809
Aqueduct Ave & North St,40.8604787,-73.9057169936,808
21 St & 38 Ave,40.757631,-73.939122,808
Lenox Ave & W 126 St,40.808442,-73.94520899999998,804
Anthony Ave & E 175 St,40.846465,-73.903869,797
39 St & 2 Ave,40.655399,-74.010627,796
E 169 St & Fox St,40.827184,-73.893721,795
Stuyvesant Walk & 1 Av Loop,40.7323398,-73.9789838,793
W 192 St & University Ave,40.866899,-73.901942,792
E 91 St & Park Ave,40.783502,-73.955327,791
E 77 St & 3 Ave,40.773142,-73.958562,790
Motorgate,40.76390900000001,-73.947721,789
S 3 St & Bedford Ave,40.712605,-73.962644,788
E 65 St & 2 Ave,40.764719,-73.962221,787
2 Ave & E 96 St,40.78396400000001,-73.94716700000002,785
E 72 St & Park Ave,40.771183,-73.96409399999997,784
3 Ave & E 62 St,40.763126,-73.96526899999998,784
10 Ave & W 204 St,40.862638,-73.92005999999998,763
Avenue D & E 10 St,40.725066,-73.975158,758
Morris Ave & E 184 St,40.86008,-73.90079,756
E 133 St & Cypress Pl,40.80262000000001,-73.9174,753
E 47 St & 2 Ave,40.753231,-73.970325,753
48 St & 2 Ave,40.650176,-74.015606,750
Sherman Ave & E 166 St,40.831305,-73.917447,748
W 84 St & Broadway,40.786795,-73.977112,742
E 51 St & 1 Ave,40.754557,-73.96593,741
W 64 St & Thelonious Monk Circle,40.77516,-73.989187,740
W 35 St & 9 Ave,40.754145,-73.996089,739
Wolcott St & Dwight St,40.675327,-74.010069,738
Amsterdam Ave & W 119 St,40.8086249,-73.9596214,736
W 167 St & St. Nicholas Ave,40.840124,-73.93949,722
1 Ave & E 44 St,40.75002,-73.969053,721
E 16 St & Irving Pl,40.735367,-73.987974,720
E 201 St & Briggs Ave,40.87207,-73.88459,718
W 190 St & Broadway,40.856487,-73.932969,716
10 Ave & W 215 St,40.86932465640094,-73.91519755125046,712
E 81 St & 2 Ave,40.774779,-73.954275,705
Riverside Dr & W 78 St,40.784145,-73.983625,704
Lenox Ave & W 117 St,40.802557,-73.949078,696
E 88 St & Park Ave,40.781411,-73.955959,693
Grand Concourse & E 175 St,40.846221,-73.90923199999997,693
E 76 St & Park Ave,40.773763,-73.962221,691
W 176 St & Montgomery Ave,40.849629,-73.919205,689
Bainbridge Ave & E 198 St,40.8684871,-73.8884559781,685
Riverside Dr & W 91 St,40.793135,-73.97700400000002,684
Decatur Ave & E 197 St,40.86557,-73.88807,682
Pleasant Ave & E 116 St,40.794988,-73.933335,677
John St & William St,40.708621,-74.007222,672
E 41 St & Madison Ave,40.75216500000001,-73.979922,671
Clinton St & Tillary St,40.696233,-73.991421,669
Barry St & Tiffany St,40.816126,-73.891559,667
E 27 St & Park Ave S,40.742752,-73.984716,665
Railroad Ave & Kay Ave,40.70531194,-73.97100056,664
Driggs Ave & N 9 St,40.71817,-73.955201,664
Liberty St & Nassau St,40.708589,-74.009355,663
E 51 St & Lexington Ave,40.757148,-73.972078,652
St. Nicholas Ave & W 126 St,40.811432,-73.95187800000002,650
Coffey St & Ferris St,40.67818387977647,-74.0170168876648,645
E 91 St & 2 Ave,40.781122,-73.949656,644
Maiden Ln & Pearl St,40.707065,-74.007319,643
Central Park W & W 103 St,40.796037,-73.961589,642
Grand Concourse & E Mosholu Pkwy S,40.877964,-73.88475502909999,640
E 81 St & 3 Ave,40.77573,-73.956753,640
E 66 St & Madison Ave,40.768009,-73.968453,640
Duane St & Greenwich St,40.717488,-74.01045500000002,637
E Mosholu Pkwy & E 204 St,40.8740704,-73.88336509310001,637
E 89 St & 3 Ave,40.780628,-73.952167,632
Park Pl & Church St,40.713342,-74.009355,631
41 St & 3 Ave,40.652512,-74.00890600000002,629
E 43 St & 2 Ave,40.750224,-73.971214,627
E 84 St & Park Ave,40.778627,-73.95772099999998,626
Broadway & W 53 St,40.763441,-73.982681,625
Warren St & W Broadway,40.71474,-74.009106,623
Henry St & Atlantic Ave,40.690893,-73.996123,623
Plaza St West & Flatbush Ave,40.675021,-73.971115,621
Columbia St & Lorraine St,40.674705,-74.00755699999998,620
Faile St & Garrison Ave,40.82057800000001,-73.888271,616
Center Blvd & 51 Ave,40.743366,-73.95960699999998,616
Fulton St & William St,40.70956,-74.006536,615
